2024/02/20 10:19:16.918 [INFO ]  [springfox.documentation.spring.web.scanners.ApiListingReferenceScanner] [main]- Scanning for api listing references
2024/02/20 10:19:17.139 [INFO ]  [org.springframework.boot.StartupInfoLogger] [main]- Started AutodeployerApplication in 5.07 seconds (JVM running for 6.096)
2024/02/20 10:21:46.806 [INFO ]  [org.apache.juli.logging.DirectJDKLog] [http-nio-24567-exec-1]- Initializing Spring DispatcherServlet 'dispatcherServlet'
2024/02/20 10:21:46.806 [INFO ]  [org.springframework.web.servlet.FrameworkServlet] [http-nio-24567-exec-1]- Initializing Servlet 'dispatcherServlet'
2024/02/20 10:21:46.808 [INFO ]  [org.springframework.web.servlet.FrameworkServlet] [http-nio-24567-exec-1]- Completed initialization in 2 ms
2024/02/20 10:22:17.933 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 0_sc_lists
2024/02/20 10:22:17.933 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 0_sc_switch
2024/02/20 10:22:17.949 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 0_scheduled_query_switch
2024/02/20 10:22:17.949 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 0_필독_sc_DM생성시_시스템ID분리
2024/02/20 10:22:17.950 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 0_필독_프로시저_생성시
2024/02/20 10:22:17.951 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 33_sc_dm__anls_inst_db
2024/02/20 10:22:17.951 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 33_sc_dm__anls_inst_os
2024/02/20 10:22:17.951 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 33_sc_dm__anls_inst_was
2024/02/20 10:22:17.951 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 33_sc_exem_aiops_anls_inst_code__102
2024/02/20 10:22:17.951 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 33_sc_exem_aiops_anls_inst_db__102
2024/02/20 10:22:17.951 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 33_sc_exem_aiops_anls_inst_db_tibero__102
2024/02/20 10:22:17.951 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 33_sc_exem_aiops_anls_inst_network__102
2024/02/20 10:22:17.951 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 33_sc_exem_aiops_anls_inst_os__102
2024/02/20 10:22:17.951 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 33_sc_exem_aiops_anls_inst_tp__102
2024/02/20 10:22:17.951 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 33_sc_exem_aiops_anls_inst_was__102
2024/02/20 10:22:17.951 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 33_sc_exem_aiops_anls_inst_web__102
2024/02/20 10:22:17.959 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 33_sc_exem_aiops_anls_log__mart_result__102
2024/02/20 10:22:17.959 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 33_sj_dm__anls_inst_db_oracle
2024/02/20 10:22:17.959 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 33_sj_dm__anls_inst_db_tibero
2024/02/20 10:22:17.959 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 80_srv_exem_aiops_anls_inst_code
2024/02/20 10:22:17.962 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 80_srv_exem_aiops_anls_inst_code_53
2024/02/20 10:22:17.962 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 80_srv_exem_aiops_anls_inst_db
2024/02/20 10:22:17.964 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 80_srv_exem_aiops_anls_inst_db_oracle
2024/02/20 10:22:17.965 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 80_srv_exem_aiops_anls_inst_db_tibero
2024/02/20 10:22:17.966 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 80_srv_exem_aiops_anls_inst_network
2024/02/20 10:22:17.966 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 80_srv_exem_aiops_anls_inst_os
2024/02/20 10:22:17.966 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 80_srv_exem_aiops_anls_inst_tp
2024/02/20 10:22:17.966 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 80_srv_exem_aiops_anls_inst_was
2024/02/20 10:22:17.966 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 80_srv_exem_aiops_anls_inst_web
2024/02/20 10:22:17.966 [INFO ]  [com.exem.xaiops.autodeployer.gitmanagement.impl.GitProcedure] [http-nio-24567-exec-9]- text file created - 90_gen_dm_import_anls
